# Метеостанция Нур-Султан, Казахстан, WMO_ID=35188, выборка с 01.01.2012 по 30.07.2012, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Нур-Султане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.01.2012 09:00";"-20.0";"735.7";"771.0";"";"79";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-22.7";"";"";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"12.01.2012 06:00";"-21.0";"735.6";"771.1";"";"76";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-24.1";"";"";"";"";"";"";
"12.01.2012 03:00";"-19.1";"736.0";"771.3";"";"78";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-22.0";"";"";"";"";"";"";
"12.01.2012 00:00";"-16.3";"736.7";"771.6";"";"76";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-6.8";"";"";"";"";"";"";"-19.5";"";"";"";"";"";"";
"11.01.2012 21:00";"-14.8";"737.2";"771.9";"";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-6.8";"";"";"";"";"";"";"-18.4";"";"";"";"";"";"";
"11.01.2012 18:00";"-12.9";"737.6";"772.0";"";"67";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-17.7";"";"";"";"";"";"";
"11.01.2012 15:00";"-7.9";"737.6";"771.4";"";"52";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-16.0";"";"";"";"";"";"";
"11.01.2012 12:00";"-8.0";"738.6";"772.4";"";"54";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"-19.5";"";"";"";"";"";"";"20.0";"-15.7";"";"";"";"";"";"";
"11.01.2012 09:00";"-13.2";"738.8";"773.2";"";"73";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-17.0";"";"";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"11.01.2012 06:00";"-19.3";"739.1";"774.5";"";"79";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-22.0";"";"";"";"";"";"";
"11.01.2012 03:00";"-18.3";"739.6";"774.8";"";"80";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-20.9";"";"";"";"";"";"";
"11.01.2012 00:00";"-16.9";"740.8";"776.0";"";"82";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-9.7";"";"";"";"";"";"";"-19.2";"";"";"";"";"";"";
"10.01.2012 21:00";"-15.2";"741.3";"776.2";"";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-9.7";"";"";"";"";"";"";"-17.6";"";"";"";"";"";"";
"10.01.2012 18:00";"-13.5";"741.8";"776.6";"";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"10.0";"-15.9";"";"";"";"";"";"";
"10.01.2012 15:00";"-9.8";"742.4";"776.6";"";"84";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"10.0";"-12.0";"";"";"";"";"";"";
"10.01.2012 12:00";"-12.5";"743.2";"777.9";"";"84";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-17.9";"";"";"";"";"";"";"4.0";"-14.6";"";"";"";"";"";"";
"10.01.2012 09:00";"-17.9";"743.8";"779.2";"";"80";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"4.0";"-20.5";"";"";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"10.01.2012 06:00";"-16.1";"744.2";"779.3";"";"82";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"-18.5";"";"";"";"";"";"";
"10.01.2012 03:00";"-15.9";"744.6";"779.8";"";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"-18.3";"";"";"";"";"";"";
"10.01.2012 00:00";"-12.7";"745.4";"780.2";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман с отложением изморози, неба не видно. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-11.2";"";"";"";"";"";"";"-14.7";"";"";"";"";"";"";
"09.01.2012 21:00";"-16.9";"746.0";"781.4";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-11.2";"";"";"";"";"";"";"-19.4";"";"";"";"";"";"";
"09.01.2012 18:00";"-15.0";"746.1";"781.2";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"1.0";"-17.2";"";"";"";"";"";"";
"09.01.2012 15:00";"-13.1";"746.4";"781.3";"";"84";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"2.0";"-15.2";"";"";"";"";"";"";
"09.01.2012 12:00";"-15.0";"747.5";"782.7";"";"83";"Ветер, дующий с юго-юго-востока";"1";"";"";"20–30%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-21.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-17.2";"";"";"";"";"";"";
"09.01.2012 09:00";"-20.4";"747.6";"783.5";"";"78";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"4.0";"-23.2";"";"";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"14.0";
"09.01.2012 06:00";"-21.3";"747.6";"783.7";"";"77";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-24.3";"";"";"";"";"";"";
"09.01.2012 03:00";"-20.8";"747.7";"783.7";"";"";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.01.2012 00:00";"-20.1";"747.8";"783.8";"";"78";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-11.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-22.9";"Следы осадков";"12";"";"";"";"";
"08.01.2012 21:00";"-19.1";"748.0";"783.8";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-11.9";"";"";"";"";"";"";"-21.8";"Следы осадков";"12";"";"";"";"";
"08.01.2012 18:00";"-16.6";"747.9";"783.3";"";"81";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-19.1";"";"";"";"";"";"";
"08.01.2012 15:00";"-13.1";"747.2";"782.1";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-15.2";"";"";"";"";"";"";
"08.01.2012 12:00";"-14.5";"747.4";"782.6";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-16.0";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"20–30%.";"100-200";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-16.9";"0.4";"12";"";"";"";"";
"08.01.2012 09:00";"-15.9";"747.1";"782.3";"";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-18.3";"0.4";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"14.0";
"08.01.2012 06:00";"-15.2";"746.7";"781.9";"";"83";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-17.4";"";"";"";"";"";"";
"08.01.2012 03:00";"-15.0";"746.8";"782.0";"";"83";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-17.2";"";"";"";"";"";"";
"08.01.2012 00:00";"-12.2";"746.8";"781.5";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";"Снежные зерна (с туманом или без него). ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-7.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"";"-14.1";"";"";"";"";"";"";
"07.01.2012 21:00";"-10.3";"746.8";"781.4";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-7.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-12.0";"";"";"";"";"";"";
"07.01.2012 18:00";"-8.8";"746.6";"780.9";"";"89";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-10.3";"";"";"";"";"";"";
"07.01.2012 15:00";"-8.1";"746.6";"780.8";"";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-9.6";"";"";"";"";"";"";
"07.01.2012 12:00";"-8.7";"747.2";"781.5";"";"86";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-11.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-10.6";"Следы осадков";"12";"";"";"";"";
"07.01.2012 09:00";"-9.2";"746.8";"781.2";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-11.2";"Следы осадков";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"07.01.2012 06:00";"-9.7";"746.6";"781.0";"";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-11.3";"";"";"";"";"";"";
"07.01.2012 03:00";"-10.7";"746.6";"781.0";"";"87";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-12.4";"";"";"";"";"";"";
"07.01.2012 00:00";"-10.7";"746.6";"781.2";"";"89";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-10.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-12.2";"0.2";"12";"";"";"";"";
"06.01.2012 21:00";"-11.2";"746.3";"780.9";"";"85";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-10.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-13.2";"0.2";"12";"";"";"";"";
"06.01.2012 18:00";"-11.1";"745.6";"780.2";"";"84";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-13.3";"";"";"";"";"";"";
"06.01.2012 15:00";"-11.9";"744.7";"779.3";"";"80";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"-14.6";"";"";"";"";"";"";
"06.01.2012 12:00";"-14.6";"744.4";"779.4";"";"81";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-21.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-17.1";"0.2";"12";"";"";"";"";
"06.01.2012 09:00";"-18.6";"743.5";"779.0";"";"80";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-21.2";"0.2";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"06.01.2012 06:00";"-19.3";"742.2";"777.8";"";"79";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"";"-22.0";"";"";"";"";"";"";
"06.01.2012 03:00";"-20.5";"741.3";"777.0";"";"79";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"90  или более, но не 100%";"100-200";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-23.2";"";"";"";"";"";"";
"06.01.2012 00:00";"-20.2";"740.2";"775.8";"";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-12.1";"";"";"";"";"";"";"-22.6";"Следы осадков";"12";"";"";"";"";
"05.01.2012 21:00";"-18.7";"739.3";"774.6";"";"82";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"-12.1";"";"";"";"";"";"";"-21.0";"Следы осадков";"12";"";"";"";"";
"05.01.2012 18:00";"-16.0";"738.1";"773.0";"";"79";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-18.8";"";"";"";"";"";"";
"05.01.2012 15:00";"-13.0";"737.1";"771.5";"";"73";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-16.8";"";"";"";"";"";"";
"05.01.2012 12:00";"-12.6";"736.8";"771.2";"";"76";"Ветер, дующий с запада";"1";"";"";"10%  или менее, но не 0";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-15.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-15.9";"Следы осадков";"12";"";"";"";"";
"05.01.2012 09:00";"-12.6";"736.0";"770.3";"";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-15.2";"Следы осадков";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"05.01.2012 06:00";"-12.6";"735.3";"769.6";"";"83";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"";"-14.9";"";"";"";"";"";"";
"05.01.2012 03:00";"-15.2";"734.9";"769.6";"";"81";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-17.7";"";"";"";"";"";"";
"05.01.2012 00:00";"-12.5";"734.1";"768.3";"";"79";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-7.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-15.4";"Следы осадков";"12";"";"";"";"";
"04.01.2012 21:00";"-9.6";"733.4";"767.1";"";"82";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-7.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"";"-12.1";"Следы осадков";"12";"";"";"";"";
"04.01.2012 18:00";"-7.6";"732.3";"765.8";"";"85";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"";"-9.7";"";"";"";"";"";"";
"04.01.2012 15:00";"-7.6";"731.6";"765.1";"";"81";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-10.3";"";"";"";"";"";"";
"04.01.2012 12:00";"-8.1";"731.6";"765.1";"";"82";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-17.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-10.6";"";"";"";"";"";"";
"04.01.2012 09:00";"-10.9";"731.3";"765.2";"";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-13.4";"";"";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"13.0";
"04.01.2012 06:00";"-15.7";"731.3";"765.8";"";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-18.4";"";"";"";"";"";"";
"04.01.2012 03:00";"-17.5";"731.5";"766.3";"";"80";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-20.1";"";"";"";"";"";"";
