# Метеостанция Нур-Султан, Казахстан, WMO_ID=35188, выборка с 01.01.2010 по 30.07.2010, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Нур-Султане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.07.2010 09:00";"13.5";"735.2";"766.2";"";"65";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"7.0";"Следы осадков";"12";"Поверхность почвы влажная.";"";"";"";
"29.07.2010 06:00";"13.5";"734.8";"765.8";"";"58";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"5.5";"";"";"";"";"";"";
"29.07.2010 03:00";"14.1";"734.5";"765.4";"";"54";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"5.0";"";"";"";"";"";"";
"29.07.2010 00:00";"17.9";"734.9";"765.4";"";"37";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"22.6";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"3.2";"";"";"";"";"";"";
"28.07.2010 21:00";"19.1";"735.2";"765.7";"";"37";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"22.6";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.9";"";"";"";"";"";"";
"28.07.2010 18:00";"21.2";"735.2";"765.4";"";"29";"Ветер, дующий с северо-северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"";"";"20.0";"2.7";"";"";"";"";"";"";
"28.07.2010 15:00";"20.4";"735.7";"766.0";"";"31";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"";"";"20.0";"2.6";"";"";"";"";"";"";
"28.07.2010 12:00";"19.0";"737.0";"767.6";"";"35";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"6.7";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"3.4";"";"";"";"";"";"";
"28.07.2010 09:00";"14.4";"737.7";"768.8";"";"49";"Ветер, дующий с северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.8";"";"";"Поверхность почвы влажная.";"";"";"";
"28.07.2010 06:00";"7.4";"737.4";"769.2";"";"81";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"4.4";"";"";"";"";"";"";
"28.07.2010 03:00";"9.3";"737.1";"768.7";"";"70";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.1";"";"";"";"";"";"";
"28.07.2010 00:00";"12.3";"737.1";"768.4";"";"53";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"18.0";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"27.07.2010 21:00";"15.4";"736.6";"767.5";"";"39";"Ветер, дующий с северо-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"18.0";"";"";"";"";"";"20.0";"1.7";"";"";"";"";"";"";
"27.07.2010 18:00";"17.2";"736.2";"766.9";"";"35";"Ветер, дующий с северо-востока";"5";"";"";"50%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"50%.";"1000-1500";"";"";"20.0";"1.7";"";"";"";"";"";"";
"27.07.2010 15:00";"17.3";"736.0";"766.6";"";"38";"Ветер, дующий с севера";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"";"";"20.0";"2.8";"";"";"";"";"";"";
"27.07.2010 12:00";"15.8";"735.9";"766.7";"";"46";"Ветер, дующий с северо-востока";"5";"";"";"60%.";" ";"";"";"9.4";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"";"";"20.0";"4.1";"Следы осадков";"12";"";"";"";"";
"27.07.2010 09:00";"12.2";"735.2";"766.4";"";"69";"Ветер, дующий с северо-востока";"5";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"300-600";"";"";"20.0";"6.6";"Следы осадков";"12";"Поверхность почвы влажная.";"";"";"";
"27.07.2010 06:00";"9.9";"733.6";"765.0";"";"83";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"7.2";"";"";"";"";"";"";
"27.07.2010 03:00";"11.4";"732.0";"763.0";"";"95";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"10.6";"";"";"";"";"";"";
"27.07.2010 00:00";"13.3";"731.2";"762.0";"";"88";"Ветер, дующий с северо-востока";"3";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"28.5";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"11.4";"7.0";"12";"";"";"";"";
"26.07.2010 21:00";"16.1";"729.5";"759.9";"";"88";"Ветер, дующий с северо-востока";"6";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"28.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"14.2";"7.0";"12";"";"";"";"";
"26.07.2010 18:00";"20.5";"727.6";"757.4";"";"76";"Ветер, дующий с северо-востока";"6";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"20.0";"16.1";"";"";"";"";"";"";
"26.07.2010 15:00";"24.2";"726.6";"756.1";"";"51";"Ветер, дующий с востока";"5";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"13.4";"";"";"";"";"";"";
"26.07.2010 12:00";"25.5";"726.4";"755.8";"";"32";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"14.3";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.5";"";"";"";"";"";"";
"26.07.2010 09:00";"22.0";"726.7";"756.4";"";"50";"Ветер, дующий с востоко-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"26.07.2010 06:00";"15.4";"726.8";"757.3";"";"69";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.7";"";"";"";"";"";"";
"26.07.2010 03:00";"16.2";"726.4";"756.7";"";"68";"Ветер, дующий с северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"10.2";"";"";"";"";"";"";
"26.07.2010 00:00";"18.8";"726.4";"756.4";"";"58";"Ветер, дующий с северо-востока";"1";"";"";"60%.";" ";"";"";"";"26.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"10.4";"Следы осадков";"12";"";"";"";"";
"25.07.2010 21:00";"23.2";"726.4";"755.9";"";"43";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"26.6";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"9.8";"Следы осадков";"12";"";"";"";"";
"25.07.2010 18:00";"25.8";"726.3";"755.6";"";"32";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"7.7";"";"";"";"";"";"";
"25.07.2010 15:00";"25.4";"726.8";"756.2";"";"34";"Ветер, дующий с востоко-северо-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"";"";"20.0";"8.4";"";"";"";"";"";"";
"25.07.2010 12:00";"24.5";"727.6";"757.1";"";"37";"Ветер, дующий с северо-востока";"4";"";"";"70 – 80%.";" ";"";"";"13.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"";"";"20.0";"9.0";"";"";"";"";"";"";
"25.07.2010 09:00";"19.9";"728.7";"758.7";"";"46";"Ветер, дующий с северо-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"7.9";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"25.07.2010 06:00";"14.0";"729.1";"759.8";"";"72";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"";"";"20.0";"9.0";"";"";"";"";"";"";
"25.07.2010 03:00";"13.6";"729.8";"760.5";"";"79";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"";"";"";"10.0";"";"";"";"";"";"";
"25.07.2010 00:00";"16.5";"730.6";"761.0";"";"69";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"24.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"";"";"";"10.8";"2.0";"12";"";"";"";"";
"24.07.2010 21:00";"20.9";"731.1";"761.1";"";"45";"Ветер, дующий с северо-востока";"1";"";"";"60%.";" ";"";"";"";"24.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"8.5";"2.0";"12";"";"";"";"";
"24.07.2010 18:00";"22.0";"731.2";"761.1";"";"43";"Ветер, дующий с северо-востока";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"8.8";"";"";"";"";"";"";
"24.07.2010 15:00";"22.4";"732.0";"761.9";"";"41";"Ветер, дующий с северо-востока";"4";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"8.6";"";"";"";"";"";"";
"24.07.2010 12:00";"23.5";"732.2";"762.0";"";"38";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";" ";"";"";"13.6";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"8.5";"";"";"";"";"";"";
"24.07.2010 09:00";"20.2";"732.9";"763.0";"";"49";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"9.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"24.07.2010 06:00";"15.5";"732.8";"763.5";"";"57";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"6.9";"";"";"";"";"";"";
"24.07.2010 03:00";"16.2";"732.7";"763.3";"";"63";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"9.1";"";"";"";"";"";"";
"24.07.2010 00:00";"17.3";"732.8";"763.2";"";"60";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"25.1";"";"60%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"9.4";"Следы осадков";"12";"";"";"";"";
"23.07.2010 21:00";"21.9";"732.6";"762.6";"";"36";"Ветер, дующий с юго-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"25.1";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"20.0";"6.3";"Следы осадков";"12";"";"";"";"";
"23.07.2010 18:00";"24.0";"732.2";"761.9";"";"28";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.6";"";"";"";"";"";"";
"23.07.2010 15:00";"22.1";"732.4";"762.4";"";"35";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"6.1";"";"";"";"";"";"";
"23.07.2010 12:00";"20.3";"732.4";"762.5";"";"46";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"12.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.4";"";"";"";"";"";"";
"23.07.2010 09:00";"17.1";"732.6";"763.1";"";"50";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"6.5";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"23.07.2010 06:00";"12.7";"732.2";"763.1";"";"65";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"6.3";"";"";"";"";"";"";
"23.07.2010 03:00";"13.0";"731.6";"762.4";"";"62";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"5.9";"";"";"";"";"";"";
"23.07.2010 00:00";"15.6";"731.3";"761.9";"";"52";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"23.3";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"5.7";"";"";"";"";"";"";
"22.07.2010 21:00";"19.6";"730.6";"760.8";"";"36";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"23.3";"";"40%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"4.2";"";"";"";"";"";"";
"22.07.2010 18:00";"22.0";"729.8";"759.8";"";"27";"Ветер, дующий с северо-востока";"5";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1500-2000";"";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"2.3";"";"";"";"";"";"";
"22.07.2010 15:00";"22.0";"730.0";"759.9";"";"29";"Ветер, дующий с северо-востока";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"3.3";"";"";"";"";"";"";
