# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2010 по 30.07.2010, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.07.2010 12:00";"31.2";"753.4";"753.9";"";"45";"Ветер, дующий с юго-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.7";"";"";"";"";"";"";
"29.07.2010 09:00";"28.1";"753.4";"754.0";"";"54";"Ветер, дующий с юго-востока";"3";"";"";"60%.";" ";"";"";"25.0";"";"";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"17.9";"";"";"";"";"";"";
"29.07.2010 06:00";"25.6";"753.5";"754.0";"";"60";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"17.3";"";"";"";"";"";"";
"29.07.2010 03:00";"27.6";"754.2";"754.7";"";"55";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.7";"";"";"";"";"";"";
"29.07.2010 00:00";"26.6";"755.2";"755.8";"";"65";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"28.07.2010 21:00";"32.5";"756.1";"756.6";"";"37";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"35.3";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-слоистые, не распространяющиеся по небу и не покрывающие его полностью.";"10.0";"15.9";"";"";"";"";"";"";
"28.07.2010 18:00";"34.6";"756.0";"756.5";"";"31";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"28.07.2010 15:00";"34.0";"756.7";"757.2";"";"32";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.9";"";"";"";"";"";"";
"28.07.2010 12:00";"31.6";"757.0";"757.5";"";"40";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"28.07.2010 09:00";"27.2";"757.6";"758.1";"";"51";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"28.07.2010 06:00";"23.8";"758.4";"758.9";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"28.07.2010 03:00";"24.0";"759.4";"759.9";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"28.07.2010 00:00";"25.9";"759.9";"760.4";"";"67";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"27.07.2010 21:00";"29.1";"759.8";"760.4";"";"53";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"32.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"18.4";"";"";"";"";"";"";
"27.07.2010 18:00";"30.9";"759.8";"760.3";"";"44";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"";"";"10.0";"17.4";"";"";"";"";"";"";
"27.07.2010 15:00";"30.7";"760.0";"760.6";"";"53";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"27.07.2010 12:00";"31.6";"759.5";"760.0";"";"47";"Ветер, дующий с востоко-северо-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"";"";"10.0";"18.9";"";"";"";"";"";"";
"27.07.2010 09:00";"26.5";"760.5";"761.0";"";"59";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"";"10.0";"17.8";"";"";"";"";"";"";
"27.07.2010 06:00";"24.5";"759.9";"760.4";"";"65";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"10.0";"17.4";"";"";"";"";"";"";
"27.07.2010 03:00";"24.1";"760.5";"761.0";"";"76";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"19.5";"";"";"";"";"";"";
"27.07.2010 00:00";"25.7";"760.0";"760.6";"";"66";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"18.8";"";"";"";"";"";"";
"26.07.2010 21:00";"32.2";"759.8";"760.3";"";"43";"Ветер, дующий с юго-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"18.0";"";"";"";"";"";"";
"26.07.2010 18:00";"34.2";"759.4";"760.0";"";"32";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"15.0";"";"";"";"";"";"";
"26.07.2010 15:00";"32.9";"759.8";"760.4";"";"44";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"26.07.2010 12:00";"30.5";"760.1";"760.6";"";"54";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"26.07.2010 09:00";"27.7";"760.4";"760.9";"";"60";"Ветер, дующий с юго-востока";"1";"";"";"40%.";" ";"";"";"23.7";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"10%  или менее, но не 0";"600-1000";"";"Перисто-слоистые, не распространяющиеся по небу и не покрывающие его полностью.";"10.0";"19.2";"";"";"";"";"";"";
"26.07.2010 06:00";"24.1";"760.0";"760.5";"";"70";"Ветер, дующий с востоко-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"18.2";"";"";"";"";"";"";
"26.07.2010 03:00";"25.7";"760.4";"761.0";"";"67";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"19.0";"";"";"";"";"";"";
"26.07.2010 00:00";"24.7";"760.0";"760.6";"";"77";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"25.07.2010 21:00";"27.3";"759.8";"760.3";"";"62";"Ветер, дующий с востока";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"32.1";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"19.3";"";"";"";"";"";"";
"25.07.2010 18:00";"30.9";"759.6";"760.1";"";"43";"Ветер, дующий с востока";"1";"";"";"60%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.9";"";"";"";"";"";"";
"25.07.2010 15:00";"31.6";"759.9";"760.4";"";"50";"Ветер, дующий с востоко-северо-востока";"1";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"19.8";"";"";"";"";"";"";
"25.07.2010 12:00";"25.4";"760.1";"760.6";"";"72";"Ветер, дующий с востоко-северо-востока";"1";"";"";"60%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"20.0";"";"";"";"";"";"";
"25.07.2010 09:00";"20.7";"759.7";"760.2";"";"89";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"18.0";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"18.8";"Следы осадков";"12";"";"";"";"";
"25.07.2010 06:00";"18.8";"759.7";"760.2";"";"92";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.4";"";"";"";"";"";"";
"25.07.2010 03:00";"18.4";"759.2";"759.8";"";"90";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";"Морось незамерзающая непрерывная умеренная в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"2.0";"16.8";"";"";"";"";"";"";
"25.07.2010 00:00";"18.7";"760.2";"760.7";"";"90";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.0";"";"";"";"";"";"";
"24.07.2010 21:00";"19.0";"759.9";"760.4";"";"88";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"23.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"16.9";"18.0";"12";"";"";"";"";
"24.07.2010 18:00";"22.6";"759.6";"760.1";"";"78";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"300-600";"";"";"10.0";"18.5";"";"";"";"";"";"";
"24.07.2010 15:00";"23.4";"760.0";"760.5";"";"79";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"19.5";"";"";"";"";"";"";
"24.07.2010 12:00";"20.5";"760.0";"760.5";"";"82";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"10.0";"17.3";"";"";"";"";"";"";
"24.07.2010 09:00";"20.4";"761.2";"761.8";"";"82";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"19.3";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.3";"Следы осадков";"12";"";"";"";"";
"24.07.2010 06:00";"19.9";"760.6";"761.1";"";"82";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"";"";"10.0";"16.8";"";"";"";"";"";"";
"24.07.2010 03:00";"20.7";"761.0";"761.5";"";"66";"Ветер, дующий с северо-востока";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"";"";"10.0";"14.2";"";"";"";"";"";"";
"24.07.2010 00:00";"20.7";"761.5";"762.0";"";"58";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.2";"";"";"";"";"";"";
"23.07.2010 21:00";"23.3";"761.4";"761.9";"";"55";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"28.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.7";"";"";"";"";"";"";
"23.07.2010 18:00";"26.0";"760.6";"761.2";"";"56";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"16.6";"";"";"";"";"";"";
"23.07.2010 15:00";"26.8";"759.8";"760.4";"";"60";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"18.4";"";"";"";"";"";"";
"23.07.2010 12:00";"28.0";"759.4";"760.0";"";"65";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"300-600";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"20.8";"";"";"";"";"";"";
"23.07.2010 09:00";"27.1";"758.7";"759.2";"";"67";"Ветер, дующий с западо-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"23.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"10.0";"20.4";"";"";"";"";"";"";
"23.07.2010 06:00";"24.5";"758.6";"759.1";"";"74";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"23.07.2010 03:00";"25.3";"758.6";"759.1";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"23.07.2010 00:00";"26.7";"758.8";"759.3";"";"63";"Ветер, дующий с юга";"3";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"19.0";"";"";"";"";"";"";
"22.07.2010 21:00";"29.3";"758.8";"759.3";"";"45";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"30.9";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"22.07.2010 18:00";"30.7";"759.4";"759.9";"";"42";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"22.07.2010 15:00";"30.0";"760.3";"760.8";"";"42";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"22.07.2010 12:00";"28.1";"761.2";"761.7";"";"48";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"22.07.2010 09:00";"25.7";"761.4";"761.9";"";"53";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"20.3";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"22.07.2010 06:00";"21.3";"761.7";"762.2";"";"78";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"22.07.2010 03:00";"20.9";"761.7";"762.2";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"22.07.2010 00:00";"22.7";"762.2";"762.7";"";"60";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"300-600";"";"";"10.0";"14.6";"";"";"";"";"";"";
"21.07.2010 21:00";"25.0";"762.0";"762.5";"";"48";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"26.9";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"21.07.2010 18:00";"26.5";"762.5";"763.0";"";"53";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"21.07.2010 15:00";"25.7";"763.1";"763.6";"";"58";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"";"";"10.0";"16.7";"";"";"";"";"";"";
"21.07.2010 12:00";"24.7";"763.4";"764.0";"";"65";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"300-600";"";"";"10.0";"17.7";"";"";"";"";"";"";
"21.07.2010 09:00";"22.1";"763.5";"764.0";"";"84";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"19.3";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"300-600";"";"";"10.0";"19.2";"";"";"";"";"";"";
"21.07.2010 06:00";"19.5";"763.1";"763.6";"";"88";"Ветер, дующий с юго-запада";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"300-600";"";"";"10.0";"17.4";"";"";"";"";"";"";
"21.07.2010 03:00";"20.2";"762.9";"763.4";"";"82";"Ветер, дующий с западо-северо-запада";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"300-600";"";"";"10.0";"17.1";"";"";"";"";"";"";
