# Метеостанция Канберра (аэропорт), Австралия, WMO_ID=94926, выборка с 01.01.2016 по 31.12.2016, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=94926&lang=ru
#
"Местное время в Канберре (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2016 04:00";"20.4";"703.9";"752.5";"-0.1";"93";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"31.12.2016 03:00";"21.1";"703.6";"752.2";"-0.8";"91";"Ветер, дующий с северо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"31.12.2016 02:00";"21.0";"703.8";"752.4";"-0.3";"91";"Ветер, дующий с северо-запада";"6";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"19.5";"Осадков нет";"6";"";"";"";"";
"31.12.2016 01:00";"21.1";"704.0";"752.6";"-0.2";"89";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"31.12.2016 00:00";"21.9";"704.4";"753.1";"0.5";"87";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"30.12.2016 23:00";"22.2";"704.1";"752.7";"0.7";"85";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"32.8";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"30.12.2016 22:00";"22.6";"704.2";"752.8";"1.4";"82";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"30.12.2016 21:00";"22.6";"703.9";"752.5";"0.9";"83";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"30.12.2016 20:00";"22.4";"703.4";"752.0";"2.5";"82";"Ветер, дующий с севера";"3";"";"";"90  или более, но не 100%";"Никаких особых явлений погоды не наблюдалось. ";"Осадки";"Осадки";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"19.2";"3.0";"6";"";"";"";"";
"30.12.2016 19:00";"22.2";"702.8";"751.3";"1.5";"83";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"30.12.2016 18:00";"22.1";"703.0";"751.6";"0.6";"89";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.2";"";"";"";"";"";"";
"30.12.2016 17:00";"30.5";"700.9";"749.3";"-1.8";"49";"Ветер, дующий с северо-северо-запада";"6";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"1500-2000";"";"";"";"18.6";"";"";"";"";"";"";
"30.12.2016 16:00";"32.4";"701.3";"749.8";"-2.3";"47";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"30.12.2016 15:00";"30.5";"702.4";"751.0";"-1.8";"54";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.1";"";"";"";"";"";"";
"30.12.2016 14:00";"30.2";"702.7";"751.3";"-1.8";"53";"Ветер, дующий с запада";"8";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"1000-1500";"";"";"";"19.6";"Осадков нет";"6";"";"";"";"";
"30.12.2016 13:00";"28.2";"703.6";"752.2";"-0.9";"60";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"30.12.2016 12:00";"27.6";"704.2";"752.8";"-0.3";"58";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.6";"";"";"";"";"";"";
"30.12.2016 11:00";"25.8";"704.5";"753.2";"-0.3";"67";"Ветер, дующий с северо-запада";"8";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"20.3";"";"";"";"600-1000";"";"";"";"19.2";"";"";"";"";"";"";
"30.12.2016 10:00";"25.7";"704.5";"753.1";"-0.2";"71";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";
"30.12.2016 09:00";"24.0";"704.5";"753.1";"-0.3";"77";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"30.12.2016 08:00";"22.8";"704.8";"753.4";"0.2";"83";"Ветер, дующий с севера";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"Осадки";"Осадки";"";"";"";"";"1500-2000";"";"";"";"19.8";"2.0";"24";"";"";"";"";
"30.12.2016 07:00";"21.9";"704.7";"753.4";"0.2";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"30.12.2016 06:00";"21.2";"704.8";"753.4";"-0.3";"92";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"30.12.2016 05:00";"20.9";"704.6";"753.3";"-0.6";"94";"Ветер, дующий с севера";"3";"";"";"100%.";"Ливневый дождь или дождь с перерывами слабый. ";"";"Осадки";"";"";"";"";"1500-2000";"";"";"";"19.9";"";"";"";"";"";"";
"30.12.2016 04:00";"21.0";"704.5";"753.2";"-1.1";"93";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"30.12.2016 03:00";"20.5";"705.1";"753.8";"-1.0";"96";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"30.12.2016 02:00";"20.6";"705.2";"754.0";"-1.3";"95";"Ветер, дующий с севера";"3";"";"";"100%.";"Ливневый дождь или дождь с перерывами слабый. ";"Осадки";"Осадки";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"19.8";"1.0";"6";"";"";"";"";
"30.12.2016 01:00";"20.6";"705.6";"754.3";"-1.4";"96";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"30.12.2016 00:00";"20.6";"706.1";"754.9";"-1.0";"96";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"29.12.2016 23:00";"20.7";"706.5";"755.3";"-0.4";"94";"Ветер, дующий с северо-востока";"3";"";"";"100%.";"Дождь незамерзающий слабый. ";"";"Осадки";"";"29.9";"";"";"1000-1500";"";"";"";"19.7";"";"";"";"";"";"";
"29.12.2016 22:00";"21.8";"707.0";"755.8";"0.6";"83";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"29.12.2016 21:00";"22.4";"707.1";"755.9";"1.1";"78";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"29.12.2016 20:00";"23.3";"706.9";"755.8";"0.9";"73";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"18.2";"Осадков нет";"6";"";"";"";"";
"29.12.2016 19:00";"23.8";"706.4";"755.2";"0.1";"71";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"29.12.2016 18:00";"23.9";"706.0";"754.8";"-0.3";"69";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"29.12.2016 17:00";"23.9";"706.0";"754.7";"-0.3";"68";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Дождь незамерзающий слабый. ";"";"";"";"";"";"";"1000-1500";"";"";"";"17.6";"";"";"";"";"";"";
"29.12.2016 16:00";"25.3";"706.3";"754.9";"-0.3";"55";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"29.12.2016 15:00";"27.5";"706.3";"754.9";"-0.9";"46";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"29.12.2016 14:00";"29.0";"706.3";"755.1";"-1.4";"36";"Ветер, дующий с запада";"4";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"12.4";"Осадков нет";"6";"";"";"";"";
"29.12.2016 13:00";"29.8";"706.6";"755.5";"-1.4";"37";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"29.12.2016 12:00";"28.2";"707.2";"756.1";"-1.0";"33";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"29.12.2016 11:00";"27.4";"707.7";"756.6";"-0.7";"37";"Ветер, дующий с северо-запада";"5";"";"";"90  или более, но не 100%";"Никаких особых явлений погоды не наблюдалось. ";"";"";"21.8";"";"";"";"600-1000";"";"";"";"11.4";"";"";"";"";"";"";
"29.12.2016 10:00";"26.5";"708.0";"756.9";"-0.1";"37";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"29.12.2016 09:00";"26.0";"708.2";"757.1";"0.5";"40";"Ветер, дующий с западо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"29.12.2016 08:00";"26.0";"708.4";"757.3";"0.9";"40";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.4";"Осадков нет";"24";"";"";"";"";
"29.12.2016 07:00";"25.6";"708.1";"757.0";"1.0";"43";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"29.12.2016 06:00";"24.1";"707.7";"756.6";"0.8";"50";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"29.12.2016 05:00";"22.4";"707.5";"756.4";"0.5";"60";"Ветер, дующий с севера";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"14.3";"";"";"";"";"";"";
"29.12.2016 04:00";"22.2";"707.1";"755.9";"-0.1";"60";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"29.12.2016 03:00";"23.2";"706.9";"755.8";"-0.4";"55";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"29.12.2016 02:00";"23.8";"707.0";"755.8";"-0.3";"52";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"13.4";"Осадков нет";"6";"";"";"";"";
"29.12.2016 01:00";"24.2";"707.2";"756.1";"-0.3";"53";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"29.12.2016 00:00";"23.7";"707.3";"756.1";"-0.2";"51";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"28.12.2016 23:00";"25.6";"707.3";"756.1";"0.1";"45";"Ветер, дующий с северо-северо-запада";"5";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"31.9";"";"";"2500 или более, или облаков нет.";"";"";"";"12.8";"";"";"";"";"";"";
"28.12.2016 22:00";"27.6";"707.5";"756.4";"0.7";"38";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"28.12.2016 21:00";"27.8";"707.5";"756.4";"0.9";"37";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"28.12.2016 20:00";"28.6";"707.2";"756.0";"0.7";"35";"Ветер, дующий с северо-северо-запада";"7";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"11.6";"Осадков нет";"6";"";"";"";"";
"28.12.2016 19:00";"29.4";"706.8";"755.6";"-0.1";"31";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"28.12.2016 18:00";"29.7";"706.6";"755.4";"-0.9";"30";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"28.12.2016 17:00";"31.1";"706.5";"755.3";"-1.2";"28";"Ветер, дующий с северо-северо-запада";"8";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"10.4";"";"";"";"";"";"";
"28.12.2016 16:00";"30.2";"706.9";"755.7";"-1.5";"32";"Ветер, дующий с северо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"28.12.2016 15:00";"30.2";"707.5";"756.4";"-1.2";"31";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"28.12.2016 14:00";"30.4";"707.7";"756.6";"-1.3";"32";"Ветер, дующий с северо-запада";"7";"";"";"40%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"11.9";"Осадков нет";"6";"";"";"";"";
"28.12.2016 13:00";"29.5";"708.4";"757.3";"-1.2";"32";"Ветер, дующий с северо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"28.12.2016 12:00";"29.6";"708.7";"757.6";"-1.0";"33";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"28.12.2016 11:00";"28.5";"709.0";"758.0";"-1.3";"51";"Ветер, дующий с запада";"4";"";"";"20–30%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"16.3";"";"";"";"2500 или более, или облаков нет.";"";"";"";"17.4";"";"";"";"";"";"";
"28.12.2016 10:00";"26.2";"709.6";"758.6";"-0.8";"59";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"28.12.2016 09:00";"25.6";"709.7";"758.8";"-0.5";"58";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"28.12.2016 08:00";"23.1";"710.3";"759.4";"0.4";"69";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"17.1";"0.2";"24";"";"";"";"";
"28.12.2016 07:00";"20.5";"710.4";"759.4";"0.8";"79";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"28.12.2016 06:00";"18.4";"710.2";"759.2";"0.6";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"28.12.2016 05:00";"16.4";"709.9";"759.0";"0.0";"93";"Штиль, безветрие";"0";"";"";"20–30%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"15.3";"";"";"";"";"";"";
"28.12.2016 04:00";"17.1";"709.6";"758.7";"-0.7";"93";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"28.12.2016 03:00";"17.6";"709.6";"758.7";"-1.0";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"28.12.2016 02:00";"17.8";"709.9";"759.0";"-0.9";"91";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"Осадки";"Осадки";"";"";"";"";"";"";"";"";"16.3";"0.2";"6";"";"";"";"";
"28.12.2016 01:00";"18.7";"710.3";"759.4";"-1.1";"86";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"28.12.2016 00:00";"19.1";"710.6";"759.7";"-0.5";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"27.12.2016 23:00";"20.9";"710.8";"760.0";"0.1";"78";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Дождь (незамерзающий). ";"";"Осадки";"";"31.9";"";"";"2000-2500";"";"";"";"16.9";"";"";"";"";"";"";
"27.12.2016 22:00";"22.1";"711.4";"760.5";"1.0";"70";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"27.12.2016 21:00";"22.1";"711.1";"760.3";"1.3";"72";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"27.12.2016 20:00";"22.3";"710.7";"759.8";"1.4";"72";"Ветер, дующий с юго-востока";"4";"";"";"40%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"17.0";"Осадков нет";"6";"";"";"";"";
"27.12.2016 19:00";"23.3";"710.4";"759.4";"1.1";"63";"Ветер, дующий с востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"27.12.2016 18:00";"24.0";"709.8";"758.8";"0.3";"66";"Ветер, дующий с востоко-северо-востока";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"27.12.2016 17:00";"25.0";"709.3";"758.2";"-0.7";"64";"Ветер, дующий с востоко-северо-востока";"11";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"17.7";"";"";"";"";"";"";
"27.12.2016 16:00";"28.1";"709.3";"758.3";"-1.3";"49";"Ветер, дующий с востоко-северо-востока";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"27.12.2016 15:00";"31.1";"709.5";"758.5";"-1.6";"35";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"27.12.2016 14:00";"29.6";"710.0";"759.1";"-1.6";"41";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.0";"Осадков нет";"6";"";"";"";"";
"27.12.2016 13:00";"29.1";"710.6";"759.7";"-1.4";"40";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"27.12.2016 12:00";"28.5";"711.1";"760.3";"-1.0";"42";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"27.12.2016 11:00";"27.4";"711.6";"760.7";"-0.4";"46";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"18.4";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"27.12.2016 10:00";"25.8";"712.0";"761.2";"0.2";"50";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"27.12.2016 09:00";"24.3";"712.1";"761.3";"1.0";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"27.12.2016 08:00";"23.8";"712.0";"761.2";"1.3";"54";"Ветер, дующий с юго-востока";"4";"";"";"60%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"13.9";"Осадков нет";"24";"";"";"";"";
"27.12.2016 07:00";"22.2";"711.8";"761.0";"1.5";"60";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"27.12.2016 06:00";"21.0";"711.1";"760.3";"0.8";"66";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"27.12.2016 05:00";"20.3";"710.7";"759.8";"0.6";"69";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"14.4";"";"";"";"";"";"";
"27.12.2016 04:00";"20.7";"710.3";"759.4";"0.3";"69";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"27.12.2016 03:00";"20.5";"710.3";"759.4";"0.6";"74";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"27.12.2016 02:00";"20.4";"710.1";"759.1";"0.1";"74";"Ветер, дующий с юго-юго-востока";"5";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.6";"Осадков нет";"6";"";"";"";"";
